amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,Target
48.01830285876102,3,2,5,21,0.1685712394374171,0.2240574034911916,1
136.88196000299405,1,4,3,14,0.2961272487947395,0.125057692410153,3
80.53471896232148,2,0,3,23,0.1248009783678277,0.1592425051585693,1
120.04115818676428,1,3,1,16,0.0981289537116425,0.0275419692238968,2
97.10862458470542,2,0,0,17,0.2353994323859285,0.1054540510901703,0
166.2092618572779,1,4,4,12,0.1159059086426822,0.2237178434100433,3
96.51263663096326,1,3,5,7,0.0822504332864774,0.0340230101334718,3
83.33870063187989,3,2,0,16,0.0217744413637976,0.2795975065334214,0
89.69573134806983,3,3,4,6,0.0953534371726979,0.1363364134083345,3
101.40382672472744,3,4,1,7,0.1647939348194068,0.2919396246385753,0
106.56344355857529,3,2,0,23,0.1362359685879872,0.1358305529043107,0
55.36360144813594,1,2,5,10,0.0743042636671988,0.1287602546987983,1
99.41209708030595,1,2,0,10,0.0847735516439609,0.0143336886378726,2
94.5456051441663,0,0,3,20,0.1334897274000259,0.1620098344857201,1
133.4106627218069,2,2,4,19,0.0831321636519302,0.2860201892035907,1
157.99812334207053,3,1,1,19,0.2075330047227872,0.0199616572212608,0
202.99589542072368,3,3,3,23,0.1565442993059684,0.082757566529072,3
88.50981483421131,3,4,4,19,0.1478030297898635,0.2064802039083664,3
115.30655945024978,1,2,1,14,0.2063843780465729,0.0687663533155056,2
63.99286999198463,3,4,1,12,0.0437436214939283,0.2228466120955162,0
113.30575124310728,0,0,3,9,0.1421629827225529,0.0348855433222775,1
131.96349737388977,1,0,1,18,0.0398973274519932,0.0445114423769753,2
76.69547978824451,2,3,3,7,0.0939759661489337,0.1849988394372379,3
138.64170246332006,2,1,3,17,0.1080456294773054,0.2096710067601381,1
133.26357531450472,1,4,0,15,0.0574340876624322,0.0921888214610705,2
17.551208105434853,2,1,1,7,0.0124694195551514,0.1750715829203944,0
1.0,2,2,5,9,0.1065835523374569,0.1804650349623928,1
154.71804286403912,1,3,1,9,0.1640808974863007,0.030920377220238,2
103.78133891952018,0,3,5,17,0.2061667497297035,0.1443677662279165,3
54.19831276462013,0,3,3,22,0.0920109879002678,0.0108381174854457,3
91.65205846735248,3,2,3,18,0.2663406894669032,0.1302051708422683,0
135.33542351011545,2,3,1,16,0.0731185041035093,0.0833049940210806,0
64.96868148807118,2,3,3,16,0.0199041298134459,0.2453589853498115,3
117.16488454620772,2,2,0,10,0.1274318614028286,0.2934155658245432,0
174.589108171203,1,0,1,6,0.1654247257739615,0.2109866241018303,2
98.82222998896228,0,2,3,19,0.1993176693246919,0.0508497547015927,2
101.63738237647,2,2,3,15,0.0784123710075319,0.1608796426678706,1
138.32723758855823,2,1,1,8,0.264077776125419,0.1512479524978255,0
118.62598335458355,0,4,1,15,0.0186314610537625,0.0569573323660928,2
109.3592013744292,0,1,3,8,0.059522479110593,0.0296898726672156,2
140.4680036005251,2,3,5,9,0.011949904997837,0.101848813006711,3
120.11759942271706,2,0,1,19,0.0827589511499072,0.2299784060948967,0
50.680696435170574,2,4,3,12,0.284411500347179,0.2144245321317094,3
173.9763601759259,0,1,3,9,0.0030567717827391,0.0909519423799498,2
53.2537959280578,2,1,1,19,0.2647985061944684,0.0966700613416593,0
26.69304333541793,1,1,5,17,0.2521844631120222,0.1027052956474182,1
79.4225525848626,0,2,5,8,0.0131210457693155,0.1470069861467162,1
3.625878623295307,2,2,5,20,0.2182522730324213,0.2374910585964388,1
123.1393693264154,1,2,4,12,0.2171114882008637,0.0578347143611967,3
90.12027156388204,1,0,5,19,0.1595477600070267,0.2543958333765973,1
49.77455845335883,3,1,0,10,0.2638938638428773,0.0652039387707223,0
91.05626975759722,1,0,1,16,0.1377325482114759,0.2797528842122726,2
127.58261342895372,3,0,4,15,0.2187607599788224,0.1226037875114424,1
115.13384467114868,1,0,5,12,0.227314131694864,0.2435908853140819,1
